ADDR,NCID,CID[0]
"HARBORD CT&HARBORD DR",1,11-051527
"HARBORD DR & BUCKEYE LN",1,08-017777
"HARDY ST&MILES AV",2,09-049239
"HARDY STREET",1,09-903570
"HARLAN ST&PERALTA ST",2,07-076996
"HARMON AV & 64TH AV",1,09-063882
"HARMON AV & SEMINARY AV",11,11-903672
"HARMON AV&SEMINARY AV",1,12-010309
"HAROLD ST & WILSON PL",1,12-124964
"HAROLD ST&LAGUNA WY",1,12-040568
"HAROLD ST&WILSON PL",1,09-005545
"HARPER ST",1,14-900145
"HARPER ST & 35TH AV",1,11-022431
"HARPER ST & CROSBY ST",1,07-014630
"HARRINGTON &CARRINGTON ST",1,09-000532
"HARRINGTON AV",2,11-904828
"HARRINGTON AV & FOOTHILL BLVD",6,08-066181
"HARRINGTON AV & LYON AV",1,13-034388
"HARRINGTON AV & SANTA RITA ST",1,13-016115
"HARRINGTON AV&LYON AV",4,08-085617
"HARRINGTON AV&NEVIL ST",1,09-020935
"HARRINGTON AV&SAN JUAN ST",3,10-015132
"HARRINGTON AV&SANTA RITA ST",3,07-040708
"HARRISON",1,10-008239
"HARRISON AND BAY ST",1,10-017397
"HARRISON ST &  LAKESIDE DR",1,07-026680
"HARRISON ST & 10TH ST",11,10-069297
"HARRISON ST & 11TH ST",9,11-906201
"HARRISON ST & 12TH ST",8,09-902170
"HARRISON ST & 13TH ST",8,10-905775
"HARRISON ST & 14TH ST",27,10-016417
"HARRISON ST & 15TH ST",5,09-066383
"HARRISON ST & 17TH ST",12,10-902275
"HARRISON ST & 19TH ST",6,11-029155
"HARRISON ST & 20TH ST",11,09-067645
"HARRISON ST & 21ST ST",2,10-070560
"HARRISON ST & 24TH ST",3,09-017998
"HARRISON ST & 27TH ST",1,09-900577
"HARRISON ST & 2ND ST",3,13-900862
"HARRISON ST & 3RD ST",3,10-905577
"HARRISON ST & 6TH ST",3,10-058731
"HARRISON ST & 7TH ST",7,07-080418
"HARRISON ST & 8TH ST",8,07-054507
"HARRISON ST & 9TH ST",5,08-017478
"HARRISON ST & BAY PL",5,07-083776
"HARRISON ST & BAYO VISTA AV",2,11-046841
"HARRISON ST & EB MACARTHUR ONRP BL",1,07-040540
"HARRISON ST & HAMILTON PL",4,08-015554
"HARRISON ST & LAKESIDE DR",2,13-902992
"HARRISON ST & MACARTHUR BLVD",5,11-906757
"HARRISON ST & NB BROADWAY OFFRP",2,12-903804
"HARRISON ST & OAKLAND AV",1,11-908786
"HARRISON ST & PEARL ST",3,11-909881
"HARRISON ST & STANLEY PL",3,11-909217
"HARRISON ST & WB I580",1,13-065142
"HARRISON ST & WEBSTER ST",2,13-905164
"HARRISON ST / 27TH ST",1,12-006441
"HARRISON ST AND WEBSTER ST",1,11-053697
"HARRISON ST& GEARY PL",1,10-069871
"HARRISON ST&MACARTHUR BLVD",1,08-037129
"HARRISON ST&MONTE VISTA AV",1,11-007445
"HARRISON ST&MOSS AV",1,13-012747
"HARRISON ST&ORANGE ST",1,12-037187
"HARRISON ST&PEARL ST",2,13-023946
"HARRISON ST&SANTA CLARA AV",2,08-000667
"HARRISON ST/ EMBARCADERO AVE",1,13-053242
"HARRISON STREET & 21ST",1,09-901896
"HARRISON&W GRAND",1,08-088510
"HARRISON/14TH ST",1,07-096445
"HARRISON/FRANKLIN",1,10-069372
"HARRSION ST SIDE OF LAKE MERRITT",1,07-090345
"HARTLAND & PERALTA",1,11-021824
"HARVARD RD&LAKESHORE AV",1,09-052173
"HARVEY AV & 55TH AV",1,11-023190
"HARVEY AVE",1,11-906430
"HARWOOD AV & COLLEGE AV",1,12-900151
"HASSLER WY & OAKPORT ST",1,12-047213
"HASSLER WY&OAKPORT ST",1,12-046185
"HASTER ST",1,07-029421
"HAVEN ST & 34TH ST",3,09-012756
"HAVEN ST & PERALTA ST",1,12-126309
"HAVEN ST&PERALTA ST",5,08-065220
"HAVENSCOURT",1,12-900999
"HAVENSCOURT & 35TH AV",1,12-049674
"HAVENSCOURT AVE. & BANCROFT AVE.",1,13-066057
"HAVENSCOURT BLVD",5,07-051826
"HAVENSCOURT BLVD & ARTHUR ST",5,12-902059
"HAVENSCOURT BLVD & BRANN ST",1,14-902562
"HAVENSCOURT BLVD & INTERNATIONAL BLVD",1,13-024808
"HAVENSCOURT BLVD&INTERNATIONAL",4,08-034700
"HAWLET ST",1,11-909069
"HAWLEY",1,10-024294
"HAWLEY ST & 69TH AV",5,07-064074
"HAWLEY ST & 70TH AV",4,09-053880
"HAWLEY ST & 72ND AV",1,10-008518
"HAWLEY ST & 75TH AV",3,13-903884
"HAWLEY ST&LION WY",1,11-027657
"HAWLEY& LYON",1,10-052821
"HAWLEY/LION",1,10-900102
"HAWTHORNE",1,07-043897
"HAWTHORNE AV &  WEBSTER ST",1,07-037016
"HAWTHORNE AV & BROADWAY",3,08-087871
"HAWTHORNE AV & TELEGRAPH AV",1,13-058469
"HAWTHORNE AV&SUMMIT ST",1,08-070187
"HAWTHORNE AV&TELEGRAPH AV",1,10-013900
"HAWTHORNE AVE/THELEGRAF AVE",1,09-901389
"HAWTHORNE ST&WEBSTER ST",1,08-029156
"HAWTHORNE/SUMMIT ST",1,07-051907
"HAYES ST & SEMINARY AV",1,13-064968
"HAYES ST&SEMINARY AV",6,12-047669
"HAYWARD",1,11-908338
"HAYWARD & SAN DIEGO",1,09-050266
"HAZELWOOD CT",2,09-076565
"HAZELWOOD CT&MADDUX DR",1,12-018315
"HEARST AV&LINCOLN AV",1,07-082569
"HEARST ST",1,12-913482
"HEDGE LN&JOAQUIN MILLER RD",1,13-002707
"HEGENBERGER",10,12-906304
"HEGENBERGER & 880",1,11-904737
"HEGENBERGER & ENTERPRISE",1,07-003324
"HEGENBERGER & SB OFFRAMP 880",1,12-000805
"HEGENBERGER @ COLLINS",1,12-010267
"HEGENBERGER @ S. COLISEUM WAY",1,12-003977
"HEGENBERGER AND BALWIN",1,10-900436
"HEGENBERGER AND EDES",1,11-057266
"HEGENBERGER AV",1,11-903618
"HEGENBERGER AVE",1,12-903346
"HEGENBERGER CT",4,10-048183
"HEGENBERGER CT & HEGENBERGER LOOP",1,13-902964
"HEGENBERGER CT&HEGENBERGER LOO",1,09-060785
"HEGENBERGER LOOP",4,12-903138
"HEGENBERGER LOOP & CAIRO RD",1,07-073433
"HEGENBERGER LOOP & HEGENBERGER RD",10,12-051834
"HEGENBERGER LOOP&HEGENBERGER R",1,08-041860
"HEGENBERGER OFFRP & SAN LEANDRO ST",1,08-002748
"HEGENBERGER OFFRP&SAN LEANDRO",1,08-074953
"HEGENBERGER ONRP&SAN LEANDRO S",1,10-042204
"HEGENBERGER PLAZA",1,09-904224
"HEGENBERGER RD & AIRPORT ACCESS RD",1,14-900001
"HEGENBERGER RD & AIRPORT DR",1,10-016129
"HEGENBERGER RD & BALDWIN ST",11,08-001108
"HEGENBERGER RD & COLLINS DR",5,09-904622
"HEGENBERGER RD & EDES AV",7,07-095709
"HEGENBERGER RD & EDGEWATER DR",24,09-904409
"HEGENBERGER RD & HAMILTON ST",3,10-062790
"HEGENBERGER RD & HAWLEY ST",1,08-091880
"HEGENBERGER RD & LEET DR",5,12-039651
"HEGENBERGER RD & NB I880",5,12-015215
"HEGENBERGER RD & S COLISEUM WY",7,11-001285
"HEGENBERGER RD & SAN LEANDRO ST",9,12-906425
"HEGENBERGER RD & SB I880",9,12-900177
"HEGENBERGER RD HWY 880",1,14-002172
"HEGENBERGER RD OFF RAMP & SAN LEANDRO BLVD.",1,12-033131
"HEGENBERGER RD&HEGENBERGER LP",1,12-044733
"HEGENBERGER RD&INTERNATIONAL B",9,09-042723
"HEGENBERGER RD&INTERNATIONAL BLVD",1,13-038174
"HEGENBERGER RD&LEET DR",3,11-020631
"HEGENBERGER RD&NB I880",1,10-041159
"HEGENBERGER RD&PARDEE DR",3,07-093254
"HEGENBERGER RD@DOOLITTLE DR",1,10-014029
"HEGENBERGER ROAD",3,13-910916
"HEGENBERGER& LEEF",1,09-902244
"HEGENBERGER/BALDWIN",1,12-039598
"HEGENBERGER/BALWIN",2,12-039573
"HEGENBERGER/EDGEWATER",1,07-097141
"HEGENBURGER",1,12-907922
"HELEN ST & 34TH ST",6,07-053369
"HELEN ST&PERALTA ST",1,10-032091
"HENRY ST",1,14-902883
"HENRY ST & 3RD ST",7,08-010768
"HENRY ST & 7TH ST",3,10-030642
"HENRY ST & 8TH ST",6,08-083981
"HERALD SQUARE STORE",1,10-906270
"HERBERT GUICE WY & 71ST AV",2,10-003066
"HERBERT GUICE WY & 72ND AV",1,11-038231
"HERCULES HIGH SCHOOL",1,10-047194
"HERMANN ST & 58TH ST",1,09-071918
"HERMOSA AV & FLORENCE AV",1,13-905514
"HERRIOTT AV & FAIRBAIRN AV",1,09-036820
"HERZOG ST & 60TH ST",3,09-036379
"HERZOG ST & 62ND ST",3,08-062639
"HERZOG ST & 63RD ST",1,10-906191
"HERZOG ST & ALCATRAZ AV",1,13-059097
"HESPERIAN BLVD",1,11-907637
"HESPERIAN BLVD & PANAMA",1,08-008250
"HESPERIAN BLVD &A ST",1,13-007490
"HESPERIAN BLVD/GOLF COURSE RD",1,11-907968
"HESPERIAN ST/A ST",1,11-901252
"HESPERIAN/COLISEUM",1,11-904854
"HIGH",1,10-022159
"HIGH & E 9TH ST, OAKLAND, CA,",1,09-025784
"HIGH & FOOTHILL",1,12-128250
"HIGH AND 4TH",1,09-901371
"HIGH ST &  BANCROFT AVE",1,11-029948
"HIGH ST & 42 AVE EXPRESSWAY",1,07-093808
"HIGH ST & 580",1,08-000326
"HIGH ST & AGUA VISTA ST",1,11-901468
"HIGH ST & ALAMEDA AV",6,13-901945
"HIGH ST & ALLENDALE AV",2,10-905325
"HIGH ST & BANCROFT AV",17,13-031083
"HIGH ST & BANCROFT AVE",1,13-063390
"HIGH ST & BAYO ST",1,10-057151
"HIGH ST & BOND ST",6,09-049914
"HIGH ST & BROOKDALE ST",1,13-041997
"HIGH ST & CARRINGTON ST",1,13-905439
"HIGH ST & COLISEUM WY",16,08-021438
"HIGH ST & COURTLAND AV",4,08-075473
"HIGH ST & CULVER ST",7,13-065800
"HIGH ST & E 17TH ST",1,14-006506
"HIGH ST & E14TH ST",1,09-066332
"HIGH ST & EB I580",1,12-022606
"HIGH ST & FLEMING AV",6,12-902661
"HIGH ST & FOOTHILL BLVD",43,08-095521
"HIGH ST & HOWARD ST",7,12-902123
"HIGH ST & HWY 880",1,07-023871
"HIGH ST & I880",1,08-052136
"HIGH ST & I880 OVERPASS",1,10-906838
"HIGH ST & INTERNATIONAL BLVD",37,13-002158
"HIGH ST & LYON AV",2,13-053963
"HIGH ST & MACARHTUR BLVD",1,12-029353
"HIGH ST & MASTERSON ST",10,07-081450
"HIGH ST & MAYBELLE AV",1,10-049334
"HIGH ST & NB I880",2,09-904085
"HIGH ST & OAKPORT ST",8,13-014446
"HIGH ST & PORTER ST",4,12-010354
"HIGH ST & QUIGLEY PL",1,12-009497
"HIGH ST & SAN CARLOS AVE",1,12-046988
"HIGH ST & SAN LEANDRO ST",14,12-902666
"HIGH ST & SANTA RITA ST",4,12-034895
"HIGH ST & SB I880",2,09-012325
"HIGH ST & STEELE ST",2,11-041990
"HIGH ST & WATTLING ST",1,09-903837
"HIGH ST & WB I580",1,09-032562
"HIGH ST AND BANCROFT AVE",1,09-008994
"HIGH ST AND COLISUEM WY",1,08-070847
"HIGH ST AND E 14TH ST",1,10-057266
"HIGH ST AND FOOTHILL BLVD",1,09-074132
"HIGH ST AT MACARTHUR BLVD",1,08-026978
"HIGH ST NORTH OF INTERNATIONAL BLVD.",1,12-010036
"HIGH ST&580",1,09-019787
"HIGH ST&EB I580",3,11-001377
"HIGH ST&FOOTHILL",1,09-071511
"HIGH ST&HOWARD ST",1,07-010953
"HIGH ST&INTERNATIONAL BLVD",76,09-011107
"HIGH ST&JENSEN ST",4,10-016994
"HIGH ST&LYON AV",2,11-056525
"HIGH ST&MACARTHUR BLVD",41,07-035154
"HIGH ST&OAKPORT ST",12,12-008387
"HIGH ST&PAMPAS AV",1,10-026434
"HIGH ST&PENNIMAN AV",3,07-095984
"HIGH ST&PORTER ST",1,12-038437
"HIGH ST&QUIGLEY PL",4,12-057592
"HIGH ST&REDDING ST",3,09-053049
"HIGH ST&SAN LEANDRO ST",18,07-092976
"HIGH ST&SANTA RITA ST",7,09-000396
"HIGH ST&STEELE ST",1,08-049988
"HIGH ST&VIRGINIA AV",2,07-090785
"HIGH ST&WALNUT ST",2,10-007075
"HIGH ST&WATTLING ST",5,10-064465
"HIGH ST&YGNACIO AV",2,12-003078
"HIGH ST. & E 14TH ST.",1,11-036957
"HIGH ST. & QUIGLEY",1,12-006120
"HIGH ST. & SANTA RITA",1,14-003417
"HIGH ST. / COLISEUM WAY",1,08-090977
"HIGH ST./ FOOTHILL BLVD.",1,08-034517
"HIGH ST/ COLISEUM WAY",1,08-095184
"HIGH ST/ YGNACIO AVE",1,09-055271
"HIGH ST/BOND ST",1,08-059955
"HIGH ST/CONGRESS",1,12-011595
"HIGH ST/MACARTHUR BLVD",1,07-083234
"HIGH STREET AND BANCROFT AVE.",1,09-021723
"HIGH STREET AND PORTER STREET",1,13-006472
"HIGH/COLBERT",1,12-007221
"HIGH/E 12",1,13-014438
"HIGH/E 8",1,08-069525
"HIGHLAND AV & E 25TH ST",1,12-125457
"HIGHLAND HOSPITAL",4,11-059801
"HIGHT ST & INTERNATIONAL",1,10-028423
"HIGHWAY 25 AT ORINDA EXIT",1,14-011120
"HIGHWAY 680N",1,11-022028
"HIGHWAY 880",1,13-903845
"HIGHWAY 880 N/B BETWEEN MILPITAS AND OAKLAND",1,11-033699
"HIGHWAY I-80",1,10-019106
"HILGIRT CIRCLE AND WESLEY AVE.",1,10-900616
"HILL TOP MALL",2,12-900934
"HILLEGASS & ALCATRAZ AVE.",1,10-029530
"HILLEGASS AV & 63RD ST",1,10-905167
"HILLEGASS AV & WOOLSEY ST",1,13-017584
"HILLEGASS AVE",1,11-907355
"HILLER AND HIGHLAND INTERSECTION",1,09-900666
"HILLER DR",1,11-907408
"HILLER DR & TUNNEL RD",8,12-014151
"HILLER DR&TREASURE HILL",1,13-060384
"HILLER DR&TUNNEL RD",1,10-041306
"HILLER HIGHLAND COUNTRY CLUB",1,09-902925
"HILLGIRT CIR & KENWYN RD",1,09-904373
"HILLMONT",1,13-014347
"HILLMONT DR & GARDENIA PL",1,09-902202
"HILLMONT DR&PARTRIDGE AV",1,13-049708
"HILLMONT DR&SEMINARY AV",3,07-044461
"HILLMONT DR&VAN MOURIK AV",1,09-070873
"HILLMONT X ALTAMONT (56 BUS STOP)",1,09-025805
"HILLSBOROUGH ST",1,10-048700
"HILLSIDE ST",1,07-033637
"HILLSIDE ST &  RITCHIE ST",1,07-035738
"HILLSIDE ST & 76TH AV",4,08-002664
"HILLSIDE ST & 77TH AV",2,10-036210
"HILLSIDE ST & 78TH AV",2,10-056780
"HILLSIDE ST & 79TH AV",1,09-079912
"HILLSIDE ST & 82ND AV",3,08-020136
"HILLSIDE ST & 89TH AV",5,11-031938
"HILLSIDE ST & 90TH AV",11,11-008996
"HILLSIDE ST & 94TH AV",6,11-011363
"HILLSIDE ST & RITCHIE ST",4,13-060186
"HILLSIDE ST&PARKER AV",5,09-041113
"HILLSIDE ST&RITCHIE ST",6,08-025536
"HILLSIDE ST&SIESTA LN",3,10-017740
"HILLTOP MALL",2,07-027201
"HILO AIRPORT",1,11-901509
"HILTON HOTEL",1,08-030306
"HILTON ST&SEMINARY AV",1,10-035190
"HOLLIS & 47TH",1,11-900576
"HOLLIS & PARK",1,12-907930
"HOLLIS & STANFORD",1,13-909065
"HOLLIS AND MANDELA PKWY",1,13-014448
"HOLLIS ST & 34TH ST",6,10-040045
"HOLLIS ST & 40TH ST",1,09-027896
"HOLLIS ST & PERALTA ST",1,12-900430
"HOLLIS ST& 60TH AV",1,10-903184
"HOLLIS ST&PERALTA ST",1,07-064094
"HOLLIS/POWELL",1,08-031290
"HOLLY & 75TH AV",1,11-906284
"HOLLY ST",3,10-025675
"HOLLY ST & 100TH AV",1,11-019222
"HOLLY ST & 70TH AV",2,10-023165
"HOLLY ST & 80TH AV",3,10-004934
"HOLLY ST & 83RD AV",2,08-088963
"HOLLY ST & 84TH AV",1,11-023538
"HOLLY ST & 86TH AV",5,10-903863
"HOLLY ST & 87TH AV",3,08-029139
"HOLLY ST & 88TH AV",5,10-037754
"HOLLY ST & 89TH AV",4,07-080384
"HOLLY ST & 90TH AV",1,07-070567
"HOLLY ST & 94TH AV",7,07-088869
"HOLMAN RD & CREED RD",1,09-903112
"HOLMES AV&WINTHROPE ST",1,10-005871
"HOLMES AVE AND WINTHROPE ST",1,09-022214
"HOLWAY",1,10-057436
"HOLWAY CT",1,07-041003
"HOLWAY CT & 57TH AV",1,09-022692
"HOLWAY ST&SEMINARY AV",1,09-079796
"HOLYROOD DR & CASTLE DR",1,09-063085
"HOME AND SAFEWAY WESTERN UNION ROCKRIDGE",1,11-909257
"HOME DEPOT",3,11-901722
"HOME DEPOT STORE (S)",1,12-910988
"HOME DEPOT, EMERYVILLE",1,11-036650
"HOME INVASION ROBBERY 212.5PC(NIC) SGT. M. THOMAS",1,11-042631
"HOME OF BIOLOGICAL MOTHER",1,10-008467
"HOME PL W & MCKINLEY AV",3,12-904537
"HOMELESS",3,07-097627
"HOUSTON",1,08-036542
"HOWARD ELEMENTARY SCHOOL",1,09-070678
"HOWARD ELENTARY SCHOOL",1,08-013148
"HOWE & PIEDMONT AV",1,12-904827
"HOWE ST",6,10-900359
"HOWE ST & 40TH ST",5,08-083294
"HOWE ST & 40TH WY",1,12-024319
"HOWE ST & 41ST ST",3,08-086469
"HOWE ST & JOHN ST",1,11-909318
"HOWE ST & PLEASANT VALLEY RD",1,11-034517
"HOWE ST & RIDGEWAY AV",5,12-036524
"HOWE ST & W MACARTHUR BLVD",7,12-913339
"HOWE ST&JOHN ST",1,09-029866
"HOWE ST&PLEASANT VALLEY AV",1,13-034486
"HOWE ST&RIDGEWAY AV",1,08-019741
"HOWE ST&W MACARTHUR BLVD",5,08-036137
"HOWEL/MACARTHUR",1,09-903172
"HOWELL ST & AYALA AV",1,10-904405
"HUDSON ST & BOYD AV",3,10-006580
"HUDSON ST & COLLEGE AV",1,08-006925
"HUDSON ST & LAWTON AV",1,11-908500
"HUDSON ST / FOREST ST",1,13-021459
"HUMBOLDT",1,11-906119
"HUMBOLDT AV & DAVIS ST",1,10-903282
"HUMBOLDT AV & LYNDE ST",2,09-904020
"HUMBOLDT AV&LYNDE ST",1,09-022201
"HUMBOLDT AV&PENNIMAN AV",1,10-034198
"HUMBOLDT ST",1,11-907053
"HUNTER AV & ST ELMO DR",1,13-051333
"HUNTER AV&HUNTER CT",1,09-000228
"HUNTER AV&MADDUX DR",1,10-026414
"HUNTER AV&ST ELMO DR",2,07-029151
"HUNTER CT & HUNTER AV",1,08-029526
"HUNTINGTON & TOMPKINS ST",1,14-900176
"HUNTINGTON ST & FAIR AV",1,11-023258
"HUNTINGTON& WORDEN",1,09-034032
"HWY 13 N/B ON-RAMP & LINCOLN AVE",1,12-030536
"HWY 24 & HWY 13",1,10-081872
"HWY 24 AND I-580",1,13-912817
"HWY 580 & SEMINARY",1,08-036557
"HWY 580 AT GOLFLINKS RD",1,12-127294
"HWY 580 EAST PARK ST",1,09-039874
"HWY 580 W/B BETWEEN HIGH ST & 35TH AVE",1,11-048598
"HWY 580 WEST AND 14TH AVE OFF RAMP",1,12-007812
"HWY 580&164TH AV",1,07-015988
"HWY 580/LAKESHORE",1,10-903058
"HWY 580W/HWY 24W",1,12-906100
"HWY 880 & HIGH ST",1,08-017791
"HWY 880 & OAK ST",1,13-909655
"HWY 880 AT HEGENBERGER",1,12-056130
"HWY 880 N/B @ HEGENBERGER RD",1,07-017779
"HWY 880/JACK LONDON SQUARE EXIT",1,08-022717
"HWY580&PARK BLVD",1,10-900314
"HYACINTH AV & HIGH ST",1,10-016502
"HYDE AND COOLIDGE",1,07-089175
"HYDE ST",1,11-904464
"HYDE ST & COOLIDGE AV",7,07-076729
"HYPERION ST",1,11-906185
"HYW 580 IN OAKLAND",1,11-028719
"HYW 880",1,13-913330
"I 580 EW AND PARK AV",1,12-126559
"I 880 ON RAMP AT BROADWAY",1,10-039356
"I DO NOT KNOW",3,11-903864
"I DON'T KNOW THE ACCUSERS' ADDRESS",1,11-910179
"I DON'T KNOW THE LOCATION OF THE DEBIT CARD FRAUD.",1,11-906618
"I DON'T KNOW WHERE",1,09-901585
"I DON'T KNOWN, OAKLAND, CA,",1,10-905186
"I DONT KNOW",3,11-906950
"I DONT KNOW THE STREET NAME",1,11-901962
"I DONT NO",2,11-908592
"I HAVE NO IDEA WHERE THIS TOOK PL",1,11-907145
"I ST",1,10-906598
"I-580 E/B & GRAND AV",1,09-029321
"I-580 EAST & SEMINARY AVE",1,10-007382
"I-580 NEAR 98TH AVE",1,08-055982
"I-580& HARRISON",1,11-900731
"I-880 & FRUITVALE AVE",1,09-900208
"I-880 FREEWAY",1,09-020760
"I-880 IN BETWEEN OAKLAND AND BAY BRIDGE TOLL PLAZA",1,13-057393
"I-880 N ON-RAMP AT HIGH ST",1,10-047111
"I-880 NORTHBOUND AT EMBARCADERO EXIT",1,11-904827
"I-880/98TH",1,10-905936
"I-880S OFF RAMP AT HIGH ST",1,10-053683
"I.F.O 9460 MADDUX DR.",1,10-061607
"I.F.O.  6121 RACINE STREET",1,11-045943
"I.F.O.  951 61ST ST. PLACE",1,07-003489
"I.F.O. 2134 38TH AVE",1,13-063530
"I.F.O. 2486 PALM VILLA CT",1,11-045619
"I.F.O. 2619 HIGH ST",1,13-035365
"I.F.O. 4520 WEBSTER STREET",1,11-037135
"I.F.O. 5401 INTERNATIONAL BLVD",1,13-061274
"I.F.O. 6021 ROCKWELL STREET",1,11-040971
"I.F.O.4039  BROOKDALE AV",1,14-009851
"I.R.S.",1,12-023639
"I151 LAKESIDE DR",1,09-049983
"I580/DUT",1,09-064291
"I580WB @ KELLER AV",1,11-009113
"I80 FREEWAY",1,13-036412
"I908 83RD AV",1,10-036376
"IDAHO ST & 61ST ST",1,10-904902
"IDAHO ST & 63RD ST",1,10-050468
"IDENTITY THEFT, OAKLAND, CA,",1,09-904391
"IDLEWOOD ST & 82ND AV",1,10-060331
"IFC 9640 BANCROFT AVE",1,11-060713
"IFO",1,12-065499
"IFO-252 WAYNE AV",1,14-004722
"IIKEA",1,11-907190
"IKEA PARKING LOT",1,11-909198
"IKEA STORE",1,11-047981
"IN A CAB",1,07-074084
"IN BETWEEN 66TH AND HIGH ST",1,12-908415
"IN FRONT OF 1605 AUSEON AV",1,11-045341
"IN FRONT OF 9300 LAWLOR ST",1,14-011594
"IN FRONT OF A HOTEL",1,12-026633
"IN THE PARKING STRUCTURE UNDER THE 580 FREEWAY BETWEEN GRAND AND LAKESHORE",1,11-905913
"INDEPENDENCE WY",4,08-033287
"INDEPENDENCE WY &  COLISEUM WY",1,11-042111
"INDEPENDENCE WY & 19TH AV",2,07-064669
"INDEPENDENT RD & 66TH AV",1,09-900716
"INDEPENDENT RD & COLISEUM WY",8,07-041213
"INDEPENDENT ROAD",5,09-902427
"INDEPENDENT ROAD & COLISEUM WAY",1,10-901527
"INERNATIONAL & HAY ST",1,08-046490
"INK",1,10-055782
"INK INTERNATIONAL",1,13-060486
"INSIDE 529 17TH ST (PARKING GARAGE)",1,09-011116
"INSIDE OF CHURCH PARKING LOT",1,11-028156
"INTERCHANGE & HEGENBERGER RD",1,12-912638
"INTERENET CRAIGSLIST",1,11-037623
"INTERNATIONAL",9,10-904214
"INTERNATIONAL & 17TH",1,09-033556
"INTERNATIONAL & FOOTHILL",1,11-902691
"INTERNATIONAL & SEMINARY AV",1,09-069523
"INTERNATIONAL @ 73RD AVE",1,12-040678
"INTERNATIONAL @ SEMINARY",1,12-039813
"INTERNATIONAL AND DERBY",1,08-033718
"INTERNATIONAL BL",1,07-086697
"INTERNATIONAL BL & 6TH AV",1,10-900478
"INTERNATIONAL BL/SEMINARY AV",1,08-042018
"INTERNATIONAL BLV",1,12-005538
"INTERNATIONAL BLV&LAKESHORE AV",1,10-901917
"INTERNATIONAL BLVD & 103RD AV",1,11-021374
"INTERNATIONAL BLVD & 105TH AV",12,11-904647
"INTERNATIONAL BLVD & 106TH AV",3,08-073829
"INTERNATIONAL BLVD & 107TH AV",3,07-089587
"INTERNATIONAL BLVD & 10TH AV",9,11-004536
"INTERNATIONAL BLVD & 11TH AV",10,10-057951
"INTERNATIONAL BLVD & 12TH AV",9,09-900027
"INTERNATIONAL BLVD & 13TH AV",5,11-029417
"INTERNATIONAL BLVD & 14TH AV",5,09-063107
"INTERNATIONAL BLVD & 15TH AV",3,10-031474
"INTERNATIONAL BLVD & 16TH AV",13,08-095655
"INTERNATIONAL BLVD & 17TH AV",22,09-068347
"INTERNATIONAL BLVD & 18TH AV",20,07-066913
"INTERNATIONAL BLVD & 19TH AV",18,11-031014
"INTERNATIONAL BLVD & 20TH AV",16,07-069651
"INTERNATIONAL BLVD & 22ND AV",9,10-905551
"INTERNATIONAL BLVD & 23RD AV",18,10-013929
"INTERNATIONAL BLVD & 24TH AV",2,10-061476
"INTERNATIONAL BLVD & 25TH AV",1,11-006775
"INTERNATIONAL BLVD & 26TH AV",5,09-082459
"INTERNATIONAL BLVD & 27TH AV",8,07-052871
"INTERNATIONAL BLVD & 28TH AV",9,10-067128
"INTERNATIONAL BLVD & 29TH AV",15,07-090448
"INTERNATIONAL BLVD & 2ND AV",8,10-058398
"INTERNATIONAL BLVD & 30TH AV",8,07-052639
"INTERNATIONAL BLVD & 33RD AV",5,10-056831
"INTERNATIONAL BLVD & 34TH AV",2,10-906144
"INTERNATIONAL BLVD & 35TH AV",26,11-020651
"INTERNATIONAL BLVD & 35TH AVE",1,09-013231
"INTERNATIONAL BLVD & 37TH AV",12,07-094876
"INTERNATIONAL BLVD & 38TH AV",21,08-015851
"INTERNATIONAL BLVD & 39TH AV",1,10-903068
"INTERNATIONAL BLVD & 3RD AV",4,10-060876
"INTERNATIONAL BLVD & 40TH AV",1,10-902804
"INTERNATIONAL BLVD & 44TH AV",1,10-021940
"INTERNATIONAL BLVD & 45TH AV",27,11-025535
"INTERNATIONAL BLVD & 47TH AV",2,07-043335
"INTERNATIONAL BLVD & 49TH AV",14,09-080559
"INTERNATIONAL BLVD & 4TH AV",1,11-004719
"INTERNATIONAL BLVD & 52ND AV",1,11-031564
"INTERNATIONAL BLVD & 53RD AV",2,09-056037
"INTERNATIONAL BLVD & 55TH AV",10,10-065600
"INTERNATIONAL BLVD & 5TH AV",10,11-032215
"INTERNATIONAL BLVD & 60TH AV",4,09-053564
"INTERNATIONAL BLVD & 62ND AV",8,08-025448
"INTERNATIONAL BLVD & 63RD AV",10,10-907535
"INTERNATIONAL BLVD & 64TH AVE",1,11-052914
"INTERNATIONAL BLVD & 65TH AV",2,10-017041
"INTERNATIONAL BLVD & 66TH AV",2,10-015043
"INTERNATIONAL BLVD & 67TH AV",2,10-000608
"INTERNATIONAL BLVD & 68TH AV",4,10-046432
"INTERNATIONAL BLVD & 6TH AV",7,10-055102
"INTERNATIONAL BLVD & 71ST AV",1,09-046814
"INTERNATIONAL BLVD & 74TH AV",2,11-901684
"INTERNATIONAL BLVD & 75TH AV",6,08-054871
"INTERNATIONAL BLVD & 78TH AV",1,07-051014
"INTERNATIONAL BLVD & 7TH AV",10,09-084241
"INTERNATIONAL BLVD & 80TH AV",2,08-053499
"INTERNATIONAL BLVD & 81ST AV",11,11-034141
"INTERNATIONAL BLVD & 82ND AV",1,07-090504
"INTERNATIONAL BLVD & 88TH AV",1,10-902698
